TU LWE Challenge, n =  40, alpha = 0.0350
[0m[1;31m dim = 188, dvol = 327.74 [0m
Generate gs-lengths by GSA assumption. Attack Estimation via simulation + probabilistic model (EnumBS in parallel)
beta_start= 79, gap = 1, J = 8, J_gap = 1, cost_model = 2, max_loop = 5, threads = 15, G_prec = 0.000000e+00,  slope_prec = 1.000000e-04,  progressive_sieve = 1, worst_case, Min G2 Strategy. 
 index:        1, (beta,j): (  79,   8) --> ( 187,   1), goal index:       71, cost =
 index:     1647, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    25362, cost =
 index:     1648, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    25392, cost =
 index:     1649, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    25421, cost =
 index:     1650, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    25452, cost =
 index:     1651, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    25478, cost =
 index:     1652, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    25507, cost =
 index:     1653, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    25536, cost =
 index:     1654, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    25563, cost =
 index:     1655, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    25591, cost =
 index:     1656, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    25621, cost =
 index:     1657, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    25649, cost =
 index:     1658, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    25679, cost =
 index:     1659, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    25709, cost =
 index:     1660, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    25736, cost =
 index:     1661, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    25767, cost =
 index:     1662, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    25798, cost =
 index:     1663, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    25827, cost =
 index:     1664, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    25856, cost =
 index:     1665, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    25886, cost =
 index:     1666, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    25915, cost =
 index:     1667, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    25945, cost =
 index:     1668, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    25976, cost =
 index:     1669, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    26007, cost =
 index:     1670, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    26038, cost =
 index:     1671, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    26066, cost =
 index:     1672, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    26096, cost =
 index:     1673, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    26126, cost =
 index:     1674, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    26152, cost =
 index:     1675, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    26179, cost =
 index:     1676, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    26209, cost =
 index:     1677, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    26239, cost =
 index:     1678, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    26265, cost =
 index:     1679, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    26293, cost =
 index:     1680, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    26307, cost =
 index:     1681, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    26336, cost =
 index:     1682, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    26361, cost =
 index:     1683, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    26392, cost =
 index:     1684, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    26423, cost =
 index:     1685, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    26453, cost =
 index:     1686, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    26483, cost =
 index:     1687, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    26513, cost =
 index:     1688, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    26531, cost =
 index:     1689, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    26559, cost =
 index:     1690, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    26529, cost =
 index:     1691, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    26560, cost =
 index:     1692, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    26591, cost =
 index:     1693, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    26620, cost =
 index:     1694, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    26651, cost =
 index:     1695, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    26680, cost =
 index:     1696, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    26711, cost =
 index:     1697, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    26740, cost =
 index:     1698, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    26768, cost =
 index:     1699, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    26788, cost =
 index:     1700, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    26817, cost =
 index:     1701, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    26844, cost =
 index:     1702, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    26874, cost =
 index:     1703, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    26877, cost =
 index:     1704, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    26906, cost =
 index:     1705, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    26932, cost =
 index:     1706, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    26962, cost =
 index:     1707, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    26990, cost =
 index:     1708, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    27019, cost =
 index:     1709, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    27049, cost =
 index:     1710, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    27061, cost =
 index:     1711, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    27089, cost =
 index:     1712, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    27111, cost =
 index:     1713, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    27138, cost =
 index:     1714, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    27104, cost =
 index:     1715, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    27134, cost =
 index:     1716, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    27161, cost =
 index:     1717, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    27190, cost =
 index:     1718, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    27218, cost =
 index:     1719, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    27246, cost =
 index:     1720, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    27276, cost =
 index:     1721, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    27287, cost =
 index:     1722, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    27314, cost =
 index:     1723, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    27339, cost =
 index:     1724, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    27368, cost =
 index:     1725, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    27398, cost =
 index:     1726, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    27428, cost =
 index:     1727, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    27453, cost =
 index:     1728, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    27482, cost =
 index:     1729, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    27404, cost =
 index:     1730, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    27433, cost =
 index:     1731, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    27458, cost =
 index:     1732, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    27486, cost =
 index:     1733, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    27510, cost =
 index:     1734, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    27538, cost =
 index:     1735, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    27568, cost =
 index:     1736, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    27585, cost =
 index:     1737, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    27612, cost =
 index:     1738, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    27638, cost =
 index:     1739, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    27668, cost =
 index:     1740, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    27697, cost =
 index:     1741, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    27727, cost =
 index:     1742, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    27752, cost =
 index:     1743, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    27781, cost =
 index:     1744, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    27809, cost =
 index:     1745, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    27837, cost =
 index:     1746, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    27866, cost =
 index:     1747, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    27891, cost =
 index:     1748, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    27920, cost =
 index:     1749, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    27834, cost =
 index:     1750, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    27861, cost =
 index:     1751, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    27889, cost =
 index:     1752, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    27917, cost =
 index:     1753, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    27941, cost =
 index:     1754, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    27970, cost =
 index:     1755, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    28000, cost =
 index:     1756, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    28009, cost =
 index:     1757, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    28039, cost =
 index:     1758, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    28066, cost =
 index:     1759, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    28094, cost =
 index:     1760, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    28123, cost =
 index:     1761, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    28153, cost =
 index:     1762, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    28181, cost =
 index:     1763, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    28210, cost =
 index:     1764, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    28240, cost =
 index:     1765, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    28269, cost =
 index:     1766, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    28299, cost =
 index:     1767, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    28325, cost =
 index:     1768, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    28354, cost =
 index:     1769, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    28383, cost =
 index:     1770, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    28413, cost =
 index:     1771, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    28427, cost =
 index:     1772, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    27655, cost =
 index:     1773, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    27685, cost =
 index:     1774, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    27714, cost =
 index:     1775, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    27714, cost =
 index:     1776, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    27714, cost =
 index:     1777, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    27714, cost =
 index:     1778, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    27714, cost =
 index:     1779, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    27714, cost =
 index:     1780, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    27714, cost =
 index:     1781, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    27714, cost =
 index:     1782, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    27714, cost =
 index:     1783, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    27714, cost =
 index:     1784, (beta,j): ( 131,   3) --> ( 187,   1), goal index:    27714, cost =
 index:     1785, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    27714, cost =
 index:     1786, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    27672, cost =
 index:     1787, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    27701, cost =
 index:     1788, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    27727, cost =
 index:     1789, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    27756, cost =
 index:     1790, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    27786, cost =
 index:     1791, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    27803, cost =
 index:     1792, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    27833, cost =
 index:     1793, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    27804, cost =
 index:     1794, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    27832, cost =
 index:     1795, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    27861, cost =
 index:     1796, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    27889, cost =
 index:     1797, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    27919, cost =
 index:     1798, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    27949, cost =
 index:     1799, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    27972, cost =
 index:     1800, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    28000, cost =
 index:     1801, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    28023, cost =
 index:     1802, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    28035, cost =
 index:     1803, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    28063, cost =
 index:     1804, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    28085, cost =
 index:     1805, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    28111, cost =
 index:     1806, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    28084, cost =
 index:     1807, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    28111, cost =
 index:     1808, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    28139, cost =
 index:     1809, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    28168, cost =
 index:     1810, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    28194, cost =
 index:     1811, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    28221, cost =
 index:     1812, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    28251, cost =
 index:     1813, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    28264, cost =
 index:     1814, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    28292, cost =
 index:     1815, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    28316, cost =
 index:     1816, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    28346, cost =
 index:     1817, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    28279, cost =
 index:     1818, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    28308, cost =
 index:     1819, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    28333, cost =
 index:     1820, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    28363, cost =
 index:     1821, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    28387, cost =
 index:     1822, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    28417, cost =
 index:     1823, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    28447, cost =
 index:     1824, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    28470, cost =
 index:     1825, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    28500, cost =
 index:     1826, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    28526, cost =
 index:     1827, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    28555, cost =
 index:     1828, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    28584, cost =
 index:     1829, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    28614, cost =
 index:     1830, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    28641, cost =
 index:     1831, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    28671, cost =
 index:     1832, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    28612, cost =
 index:     1833, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    28642, cost =
 index:     1834, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    28667, cost =
 index:     1835, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    28696, cost =
 index:     1836, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    28723, cost =
 index:     1837, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    28752, cost =
 index:     1838, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    28782, cost =
 index:     1839, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    28797, cost =
 index:     1840, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    28827, cost =
 index:     1841, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    28852, cost =
 index:     1842, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    28881, cost =
 index:     1843, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    28910, cost =
 index:     1844, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    28940, cost =
 index:     1845, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    28969, cost =
 index:     1846, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    28998, cost =
 index:     1847, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    29028, cost =
 index:     1848, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    29055, cost =
 index:     1849, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    29085, cost =
 index:     1850, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    29114, cost =
 index:     1851, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    29144, cost =
 index:     1852, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    29090, cost =
 index:     1853, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    29119, cost =
 index:     1854, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    29144, cost =
 index:     1855, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    29174, cost =
 index:     1856, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    29197, cost =
 index:     1857, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    29227, cost =
 index:     1858, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    29257, cost =
 index:     1859, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    29275, cost =
 index:     1860, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    29304, cost =
 index:     1861, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    29329, cost =
 index:     1862, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    29356, cost =
 index:     1863, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    29386, cost =
 index:     1864, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    29416, cost =
 index:     1865, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    29440, cost =
 index:     1866, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    29469, cost =
 index:     1867, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    29499, cost =
 index:     1868, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    29529, cost =
 index:     1869, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    29558, cost =
 index:     1870, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    29583, cost =
 index:     1871, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    29613, cost =
 index:     1872, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    29641, cost =
 index:     1873, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    29669, cost =
 index:     1874, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    29684, cost =
 index:     1875, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    29713, cost =
 index:     1876, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    29652, cost =
 index:     1877, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    29680, cost =
 index:     1878, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    29704, cost =
 index:     1879, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    29732, cost =
 index:     1880, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    29758, cost =
 index:     1881, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    29784, cost =
 index:     1882, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    29814, cost =
 index:     1883, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    29833, cost =
 index:     1884, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    29862, cost =
 index:     1885, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    29890, cost =
 index:     1886, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    29919, cost =
 index:     1887, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    29949, cost =
 index:     1888, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    29979, cost =
 index:     1889, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    30008, cost =
 index:     1890, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    30038, cost =
 index:     1891, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    30068, cost =
 index:     1892, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    30097, cost =
 index:     1893, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    30126, cost =
 index:     1894, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    30155, cost =
 index:     1895, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    30184, cost =
 index:     1896, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    30213, cost =
 index:     1897, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    30242, cost =
 index:     1898, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    30258, cost =
 index:     1899, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    30288, cost =
 index:     1900, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    30312, cost =
 index:     1901, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    30341, cost =
 index:     1902, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    30291, cost =
 index:     1903, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    30321, cost =
 index:     1904, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    30351, cost =
 index:     1905, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    30381, cost =
 index:     1906, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    30408, cost =
 index:     1907, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    30438, cost =
 index:     1908, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    30468, cost =
 index:     1909, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    30481, cost =
 index:     1910, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    30508, cost =
 index:     1911, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    30534, cost =
 index:     1912, (beta,j): ( 133,   3) --> ( 187,   1), goal index:    30561, cost =
 index:     1913, (beta,j): ( 133,   3) --> ( 187,   1), goal index:    29848, cost =
 index:     1914, (beta,j): ( 133,   3) --> ( 187,   1), goal index:    29878, cost =
 index:     1915, (beta,j): ( 133,   3) --> ( 187,   1), goal index:    29908, cost =
 index:     1916, (beta,j): ( 133,   3) --> ( 187,   1), goal index:    29938, cost =
 index:     1917, (beta,j): ( 133,   3) --> ( 187,   1), goal index:    29968, cost =
 index:     1918, (beta,j): ( 133,   3) --> ( 187,   1), goal index:    29998, cost =
 index:     1919, (beta,j): ( 133,   3) --> ( 187,   1), goal index:    30027, cost =
 index:     1920, (beta,j): ( 133,   3) --> ( 187,   1), goal index:    30057, cost =
 index:     1921, (beta,j): ( 133,   3) --> ( 187,   1), goal index:    30086, cost =
 index:     1922, (beta,j): ( 133,   3) --> ( 187,   1), goal index:    30112, cost =
 index:     1923, (beta,j): ( 133,   3) --> ( 187,   1), goal index:    30141, cost =
 index:     1924, (beta,j): ( 133,   3) --> ( 187,   1), goal index:    30168, cost =
 index:     1925, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    30194, cost =
 index:     1926, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    30194, cost =
 index:     1927, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    30194, cost =
 index:     1928, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    30194, cost =
 index:     1929, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    30194, cost =
 index:     1930, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    30194, cost =
 index:     1931, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    30194, cost =
 index:     1932, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    30194, cost =
 index:     1933, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    30194, cost =
 index:     1934, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    30194, cost =
 index:     1935, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    30194, cost =
 index:     1936, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    30194, cost =
 index:     1937, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    30194, cost =
 index:     1938, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    30194, cost =
 index:     1939, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    30194, cost =
 index:     1940, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    30194, cost =
 index:     1941, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    30194, cost =
 index:     1942, (beta,j): ( 132,   3) --> ( 187,   1), goal index:    30194, cost =
 index:     1943, (beta,j): ( 133,   3) --> ( 187,   1), goal index:    30194, cost =
 index:     1944, (beta,j): ( 133,   3) --> ( 187,   1), goal index:    30060, cost =
 index:     1945, (beta,j): ( 133,   3) --> ( 187,   1), goal index:    30089, cost =
 index:     1946, (beta,j): ( 133,   3) --> ( 187,   1), goal index:    30114, cost =
 index:     1947, (beta,j): ( 133,   3) --> ( 187,   1), goal index:    30144, cost =
 index:     1948, (beta,j): ( 133,   3) --> ( 187,   1), goal index:    30172, cost =
 index:     1949, (beta,j): ( 133,   3) --> ( 187,   1), goal index:    30202, cost =
 index:     1950, (beta,j): ( 133,   3) --> ( 187,   1), goal index:    30232, cost =
 index:     1951, (beta,j): ( 133,   3) --> ( 187,   1), goal index:    30241, cost =
 index:     1952, (beta,j): ( 133,   3) --> ( 187,   1), goal index:    30269, cost =
 index:     1953, (beta,j): ( 133,   3) --> ( 187,   1), goal index:    30295, cost =
 index:     1954, (beta,j): ( 133,   3) --> ( 187,   1), goal index:    30323, cost =
 index:     1955, (beta,j): ( 133,   3) --> ( 187,   1), goal index:    30353, cost =
 index:     1956, (beta,j): ( 133,   3) --> ( 187,   1), goal index:    30383, cost =
 index:     1957, (beta,j): ( 133,   3) --> ( 187,   1), goal index:    30411, cost =
 index:     1958, (beta,j): ( 133,   3) --> ( 187,   1), goal index:    30440, cost =
 index:     1959, (beta,j): ( 133,   3) --> ( 187,   1), goal index:    30417, cost =
 index:     1960, (beta,j): ( 133,   3) --> ( 187,   1), goal index:    30447, cost =
 index:     1961, (beta,j): ( 133,   3) --> ( 187,   1), goal index:    30472, cost =
 index:     1962, (beta,j): ( 133,   3) --> ( 187,   1), goal index:    30500, cost =
 index:     1963, (beta,j): ( 133,   3) --> ( 187,   1), goal index:    30526, cost =
 index:     1964, (beta,j): ( 133,   3) --> ( 187,   1), goal index:    30556, cost =
 index:     1965, (beta,j): ( 133,   3) --> ( 187,   1), goal index:    30586, cost =
