TU LWE Challenge, n =  40, alpha = 0.0250
[0m[1;31m dim = 172, dvol = 331.97 [0m
Generate gs-lengths by GSA assumption. Attack Estimation via simulation + probabilistic model (EnumBS in parallel)
beta_start= 79, gap = 1, J = 8, J_gap = 1, cost_model = 2, max_loop = 5, threads = 15, G_prec = 0.000000e+00,  slope_prec = 1.000000e-04,  progressive_sieve = 1, worst_case, Min G2 Strategy. 
 index:        1, (beta,j): (  79,   8) --> ( 171,   1), goal index:        1, cost =
 index:    22045, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   166612, cost =
 index:    22046, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   166620, cost =
 index:    22047, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   166628, cost =
 index:    22048, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   166636, cost =
 index:    22049, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   166644, cost =
 index:    22050, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   166652, cost =
 index:    22051, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   166660, cost =
 index:    22052, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   166668, cost =
 index:    22053, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   166676, cost =
 index:    22054, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   166684, cost =
 index:    22055, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   166692, cost =
 index:    22056, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   166700, cost =
 index:    22057, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   166708, cost =
 index:    22058, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   166716, cost =
 index:    22059, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   166724, cost =
 index:    22060, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   166732, cost =
 index:    22061, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   166740, cost =
 index:    22062, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   166748, cost =
 index:    22063, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   166756, cost =
 index:    22064, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   166764, cost =
 index:    22065, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   166772, cost =
 index:    22066, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   166780, cost =
 index:    22067, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   166788, cost =
 index:    22068, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   166796, cost =
 index:    22069, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   166804, cost =
 index:    22070, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   166812, cost =
 index:    22071, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   166820, cost =
 index:    22072, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   166828, cost =
 index:    22073, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   166836, cost =
 index:    22074, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   166844, cost =
 index:    22075, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   166852, cost =
 index:    22076, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   166860, cost =
 index:    22077, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   166868, cost =
 index:    22078, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   166876, cost =
 index:    22079, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   166884, cost =
 index:    22080, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   166892, cost =
 index:    22081, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   166900, cost =
 index:    22082, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   166908, cost =
 index:    22083, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   166916, cost =
 index:    22084, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   166924, cost =
 index:    22085, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   166932, cost =
 index:    22086, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   166940, cost =
 index:    22087, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   166948, cost =
 index:    22088, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   166956, cost =
 index:    22089, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   166964, cost =
 index:    22090, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   166972, cost =
 index:    22091, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   166980, cost =
 index:    22092, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   166988, cost =
 index:    22093, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   166996, cost =
 index:    22094, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167004, cost =
 index:    22095, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167012, cost =
 index:    22096, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167020, cost =
 index:    22097, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167028, cost =
 index:    22098, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167036, cost =
 index:    22099, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167044, cost =
 index:    22100, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167052, cost =
 index:    22101, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167060, cost =
 index:    22102, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167068, cost =
 index:    22103, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167076, cost =
 index:    22104, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167084, cost =
 index:    22105, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167092, cost =
 index:    22106, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167100, cost =
 index:    22107, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167108, cost =
 index:    22108, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167116, cost =
 index:    22109, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167124, cost =
 index:    22110, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167132, cost =
 index:    22111, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167140, cost =
 index:    22112, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167148, cost =
 index:    22113, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167156, cost =
 index:    22114, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167164, cost =
 index:    22115, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167172, cost =
 index:    22116, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167180, cost =
 index:    22117, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167188, cost =
 index:    22118, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167196, cost =
 index:    22119, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167204, cost =
 index:    22120, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167212, cost =
 index:    22121, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167220, cost =
 index:    22122, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167228, cost =
 index:    22123, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167236, cost =
 index:    22124, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167244, cost =
 index:    22125, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167252, cost =
 index:    22126, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167260, cost =
 index:    22127, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167268, cost =
 index:    22128, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167276, cost =
 index:    22129, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167284, cost =
 index:    22130, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167292, cost =
 index:    22131, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167300, cost =
 index:    22132, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167308, cost =
 index:    22133, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167316, cost =
 index:    22134, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167324, cost =
 index:    22135, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167332, cost =
 index:    22136, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167340, cost =
 index:    22137, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167348, cost =
 index:    22138, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167356, cost =
 index:    22139, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167364, cost =
 index:    22140, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167372, cost =
 index:    22141, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167380, cost =
 index:    22142, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167388, cost =
 index:    22143, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167396, cost =
 index:    22144, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167404, cost =
 index:    22145, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167412, cost =
 index:    22146, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167420, cost =
 index:    22147, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167428, cost =
 index:    22148, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167436, cost =
 index:    22149, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167444, cost =
 index:    22150, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167452, cost =
 index:    22151, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167460, cost =
 index:    22152, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167468, cost =
 index:    22153, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167476, cost =
 index:    22154, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167484, cost =
 index:    22155, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167492, cost =
 index:    22156, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167500, cost =
 index:    22157, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167508, cost =
 index:    22158, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167516, cost =
 index:    22159, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167524, cost =
 index:    22160, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167532, cost =
 index:    22161, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167540, cost =
 index:    22162, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167548, cost =
 index:    22163, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167556, cost =
 index:    22164, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167564, cost =
 index:    22165, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167572, cost =
 index:    22166, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167580, cost =
 index:    22167, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167588, cost =
 index:    22168, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167596, cost =
 index:    22169, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167604, cost =
 index:    22170, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167612, cost =
 index:    22171, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167620, cost =
 index:    22172, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167628, cost =
 index:    22173, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167636, cost =
 index:    22174, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167644, cost =
 index:    22175, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167652, cost =
 index:    22176, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167660, cost =
 index:    22177, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167668, cost =
 index:    22178, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167676, cost =
 index:    22179, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167684, cost =
 index:    22180, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167692, cost =
 index:    22181, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167700, cost =
 index:    22182, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167708, cost =
 index:    22183, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167716, cost =
 index:    22184, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167724, cost =
 index:    22185, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167732, cost =
 index:    22186, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167740, cost =
 index:    22187, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167748, cost =
 index:    22188, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167756, cost =
 index:    22189, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167764, cost =
 index:    22190, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167772, cost =
 index:    22191, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167780, cost =
 index:    22192, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167788, cost =
 index:    22193, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167796, cost =
 index:    22194, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167804, cost =
 index:    22195, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167812, cost =
 index:    22196, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167820, cost =
 index:    22197, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167828, cost =
 index:    22198, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167836, cost =
 index:    22199, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167844, cost =
 index:    22200, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167852, cost =
 index:    22201, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167860, cost =
 index:    22202, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167868, cost =
 index:    22203, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167876, cost =
 index:    22204, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167884, cost =
 index:    22205, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167892, cost =
 index:    22206, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167900, cost =
 index:    22207, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167908, cost =
 index:    22208, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167916, cost =
 index:    22209, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167924, cost =
 index:    22210, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167932, cost =
 index:    22211, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167940, cost =
 index:    22212, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167948, cost =
 index:    22213, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167956, cost =
 index:    22214, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167964, cost =
 index:    22215, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167972, cost =
 index:    22216, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167980, cost =
 index:    22217, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167988, cost =
 index:    22218, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   167996, cost =
 index:    22219, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168004, cost =
 index:    22220, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168012, cost =
 index:    22221, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168020, cost =
 index:    22222, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168028, cost =
 index:    22223, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168036, cost =
 index:    22224, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168044, cost =
 index:    22225, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168052, cost =
 index:    22226, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168060, cost =
 index:    22227, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168068, cost =
 index:    22228, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168076, cost =
 index:    22229, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168084, cost =
 index:    22230, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168092, cost =
 index:    22231, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168100, cost =
 index:    22232, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168108, cost =
 index:    22233, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168116, cost =
 index:    22234, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168124, cost =
 index:    22235, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168132, cost =
 index:    22236, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168140, cost =
 index:    22237, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168148, cost =
 index:    22238, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168156, cost =
 index:    22239, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168164, cost =
 index:    22240, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168172, cost =
 index:    22241, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168180, cost =
 index:    22242, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168188, cost =
 index:    22243, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168196, cost =
 index:    22244, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168204, cost =
 index:    22245, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168212, cost =
 index:    22246, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168220, cost =
 index:    22247, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168228, cost =
 index:    22248, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168236, cost =
 index:    22249, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168244, cost =
 index:    22250, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168252, cost =
 index:    22251, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168260, cost =
 index:    22252, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168268, cost =
 index:    22253, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168276, cost =
 index:    22254, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168284, cost =
 index:    22255, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168292, cost =
 index:    22256, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168300, cost =
 index:    22257, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168308, cost =
 index:    22258, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168316, cost =
 index:    22259, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168324, cost =
 index:    22260, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168332, cost =
 index:    22261, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168340, cost =
 index:    22262, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168348, cost =
 index:    22263, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168356, cost =
 index:    22264, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168364, cost =
 index:    22265, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168372, cost =
 index:    22266, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168380, cost =
 index:    22267, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168388, cost =
 index:    22268, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168396, cost =
 index:    22269, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168404, cost =
 index:    22270, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168412, cost =
 index:    22271, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168420, cost =
 index:    22272, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168428, cost =
 index:    22273, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168436, cost =
 index:    22274, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168444, cost =
 index:    22275, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168452, cost =
 index:    22276, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168460, cost =
 index:    22277, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168468, cost =
 index:    22278, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168476, cost =
 index:    22279, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168484, cost =
 index:    22280, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168492, cost =
 index:    22281, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168500, cost =
 index:    22282, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168508, cost =
 index:    22283, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168516, cost =
 index:    22284, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168524, cost =
 index:    22285, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168532, cost =
 index:    22286, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168540, cost =
 index:    22287, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168548, cost =
 index:    22288, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168556, cost =
 index:    22289, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168564, cost =
 index:    22290, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168572, cost =
 index:    22291, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168580, cost =
 index:    22292, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168588, cost =
 index:    22293, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168596, cost =
 index:    22294, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168604, cost =
 index:    22295, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168612, cost =
 index:    22296, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168620, cost =
 index:    22297, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168628, cost =
 index:    22298, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168636, cost =
 index:    22299, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168644, cost =
 index:    22300, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168652, cost =
 index:    22301, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168660, cost =
 index:    22302, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168668, cost =
 index:    22303, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168676, cost =
 index:    22304, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168684, cost =
 index:    22305, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168692, cost =
 index:    22306, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168700, cost =
 index:    22307, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168708, cost =
 index:    22308, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168716, cost =
 index:    22309, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168724, cost =
 index:    22310, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168732, cost =
 index:    22311, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168740, cost =
 index:    22312, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168748, cost =
 index:    22313, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168756, cost =
 index:    22314, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168764, cost =
 index:    22315, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168772, cost =
 index:    22316, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168780, cost =
 index:    22317, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168788, cost =
 index:    22318, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168796, cost =
 index:    22319, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168804, cost =
 index:    22320, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168812, cost =
 index:    22321, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168820, cost =
 index:    22322, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168828, cost =
 index:    22323, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168836, cost =
 index:    22324, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168844, cost =
 index:    22325, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168852, cost =
 index:    22326, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168860, cost =
 index:    22327, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168868, cost =
 index:    22328, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168876, cost =
 index:    22329, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168884, cost =
 index:    22330, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168892, cost =
 index:    22331, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168900, cost =
 index:    22332, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168908, cost =
 index:    22333, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168916, cost =
 index:    22334, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168924, cost =
 index:    22335, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168932, cost =
 index:    22336, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168940, cost =
 index:    22337, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168948, cost =
 index:    22338, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168956, cost =
 index:    22339, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168964, cost =
 index:    22340, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168972, cost =
 index:    22341, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168980, cost =
 index:    22342, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168988, cost =
 index:    22343, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   168996, cost =
 index:    22344, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   169004, cost =
 index:    22345, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   169012, cost =
 index:    22346, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   169020, cost =
 index:    22347, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   169028, cost =
 index:    22348, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   169036, cost =
 index:    22349, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   169044, cost =
 index:    22350, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   169052, cost =
 index:    22351, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   169060, cost =
 index:    22352, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   169068, cost =
 index:    22353, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   169076, cost =
 index:    22354, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   169084, cost =
 index:    22355, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   169092, cost =
 index:    22356, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   169100, cost =
 index:    22357, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   169108, cost =
 index:    22358, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   169116, cost =
 index:    22359, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   169124, cost =
 index:    22360, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   169132, cost =
 index:    22361, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   169140, cost =
 index:    22362, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   169148, cost =
 index:    22363, (beta,j): ( 115,   3) --> ( 251,   1), goal index:   169156, cost =
