TU LWE Challenge, n =  40, alpha = 0.0450
[0m[1;31m dim = 195, dvol = 302.20 [0m
Generate gs-lengths by GSA assumption. Attack Estimation via simulation + probabilistic model (EnumBS in parallel)
gap = 1, J = 15, J_gap = 1, cost_model = 2, max_loop = 30, threads = 50, prec = 1.000000e+03, strategy_add_method = 2
 index:    1, (beta,j): (  51,  15) --> ( 194,   1), goal index:    1, cost =
 index: 1359, (beta,j): ( 160,  14) --> ( 299,   1), goal index: 5677, cost =
 index: 1360, (beta,j): ( 163,  11) --> ( 299,   1), goal index: 4975, cost =
 index: 1361, (beta,j): ( 156,   2) --> ( 299,   1), goal index: 5282, cost =
 index: 1362, (beta,j): ( 159,  12) --> ( 299,   1), goal index: 3799, cost =
 index: 1363, (beta,j): ( 161,  13) --> ( 299,   1), goal index: 4038, cost =
 index: 1364, (beta,j): ( 168,  14) --> ( 299,   1), goal index: 4509, cost =
 index: 1365, (beta,j): ( 163,  11) --> ( 299,   1), goal index: 4649, cost =
 index: 1366, (beta,j): ( 163,  13) --> ( 299,   1), goal index: 5104, cost =
 index: 1367, (beta,j): ( 162,  11) --> ( 299,   1), goal index: 5355, cost =
 index: 1368, (beta,j): ( 160,  14) --> ( 299,   1), goal index: 5331, cost =
 index: 1369, (beta,j): ( 163,  11) --> ( 299,   1), goal index: 4778, cost =
 index: 1370, (beta,j): ( 160,  13) --> ( 299,   1), goal index: 5287, cost =
 index: 1371, (beta,j): ( 165,   7) --> ( 299,   1), goal index: 5193, cost =
 index: 1372, (beta,j): ( 159,  14) --> ( 299,   1), goal index: 4806, cost =
 index: 1373, (beta,j): ( 158,  12) --> ( 299,   1), goal index: 4847, cost =
 index: 1374, (beta,j): ( 159,  12) --> ( 299,   1), goal index: 4819, cost =
 index: 1375, (beta,j): ( 166,  14) --> ( 299,   1), goal index: 5288, cost =
 index: 1376, (beta,j): ( 159,  12) --> ( 299,   1), goal index: 4987, cost =
 index: 1377, (beta,j): ( 163,  13) --> ( 299,   1), goal index: 5346, cost =
 index: 1378, (beta,j): ( 166,  11) --> ( 299,   1), goal index: 5668, cost =
 index: 1379, (beta,j): ( 161,  13) --> ( 299,   1), goal index: 5794, cost =
 index: 1380, (beta,j): ( 168,  14) --> ( 299,   1), goal index: 5737, cost =
 index: 1381, (beta,j): ( 160,  14) --> ( 299,   1), goal index: 5938, cost =
 index: 1382, (beta,j): ( 166,  11) --> ( 299,   1), goal index: 5819, cost =
 index: 1383, (beta,j): ( 161,  13) --> ( 299,   1), goal index: 5911, cost =
 index: 1384, (beta,j): ( 161,  11) --> ( 299,   1), goal index: 6117, cost =
 index: 1385, (beta,j): ( 159,  13) --> ( 299,   1), goal index: 6550, cost =
 index: 1386, (beta,j): ( 165,   7) --> ( 299,   1), goal index: 5672, cost =
 index: 1387, (beta,j): ( 161,  13) --> ( 299,   1), goal index: 5817, cost =
 index: 1388, (beta,j): ( 160,  14) --> ( 299,   1), goal index: 6166, cost =
 index: 1389, (beta,j): ( 165,   4) --> ( 299,   1), goal index: 6052, cost =
 index: 1390, (beta,j): ( 160,  13) --> ( 299,   1), goal index: 6323, cost =
 index: 1391, (beta,j): ( 166,  13) --> ( 299,   1), goal index: 6265, cost =
 index: 1392, (beta,j): ( 164,   5) --> ( 299,   1), goal index: 5951, cost =
 index: 1393, (beta,j): ( 166,   9) --> ( 299,   1), goal index: 5925, cost =
 index: 1394, (beta,j): ( 159,  12) --> ( 299,   1), goal index: 6252, cost =
 index: 1395, (beta,j): ( 161,  14) --> ( 299,   1), goal index: 5809, cost =
 index: 1396, (beta,j): ( 165,   7) --> ( 299,   1), goal index: 5993, cost =
 index: 1397, (beta,j): ( 164,   4) --> ( 299,   1), goal index: 6117, cost =
 index: 1398, (beta,j): ( 160,  14) --> ( 299,   1), goal index: 6181, cost =
 index: 1399, (beta,j): ( 158,  12) --> ( 299,   1), goal index: 6005, cost =
 index: 1400, (beta,j): ( 165,   7) --> ( 299,   1), goal index: 5354, cost =
 index: 1401, (beta,j): ( 160,  14) --> ( 299,   1), goal index: 5584, cost =
 index: 1402, (beta,j): ( 160,  14) --> ( 299,   1), goal index: 5815, cost =
 index: 1403, (beta,j): ( 159,  14) --> ( 299,   1), goal index: 6051, cost =
 index: 1404, (beta,j): ( 165,   7) --> ( 299,   1), goal index: 5513, cost =
 index: 1405, (beta,j): ( 160,  13) --> ( 299,   1), goal index: 5656, cost =
 index: 1406, (beta,j): ( 162,  13) --> ( 299,   1), goal index: 5882, cost =
 index: 1407, (beta,j): ( 159,  13) --> ( 299,   1), goal index: 6152, cost =
 index: 1408, (beta,j): ( 165,   7) --> ( 299,   1), goal index: 5840, cost =
 index: 1409, (beta,j): ( 161,  13) --> ( 299,   1), goal index: 6069, cost =
 index: 1410, (beta,j): ( 157,   2) --> ( 299,   1), goal index: 6314, cost =
 index: 1411, (beta,j): ( 165,   7) --> ( 299,   1), goal index: 4236, cost =
 index: 1412, (beta,j): ( 158,  14) --> ( 299,   1), goal index: 4440, cost =
 index: 1413, (beta,j): ( 165,   7) --> ( 299,   1), goal index: 3670, cost =
 index: 1414, (beta,j): ( 164,   4) --> ( 299,   1), goal index: 3877, cost =
 index: 1415, (beta,j): ( 166,  12) --> ( 299,   1), goal index: 4168, cost =
 index: 1416, (beta,j): ( 159,  14) --> ( 299,   1), goal index: 4294, cost =
 index: 1417, (beta,j): ( 165,   8) --> ( 299,   1), goal index: 3945, cost =
 index: 1418, (beta,j): ( 160,  14) --> ( 299,   1), goal index: 4128, cost =
 index: 1419, (beta,j): ( 165,   7) --> ( 299,   1), goal index: 4143, cost =
 index: 1420, (beta,j): ( 167,  14) --> ( 299,   1), goal index: 4327, cost =
 index: 1421, (beta,j): ( 158,  14) --> ( 299,   1), goal index: 4299, cost =
 index: 1422, (beta,j): ( 165,   7) --> ( 299,   1), goal index: 3569, cost =
 index: 1423, (beta,j): ( 164,   4) --> ( 299,   1), goal index: 3784, cost =
 index: 1424, (beta,j): ( 166,  12) --> ( 299,   1), goal index: 4065, cost =
 index: 1425, (beta,j): ( 166,  13) --> ( 299,   1), goal index: 4183, cost =
 index: 1426, (beta,j): ( 159,  14) --> ( 299,   1), goal index: 4283, cost =
 index: 1427, (beta,j): ( 165,   7) --> ( 299,   1), goal index: 3930, cost =
 index: 1428, (beta,j): ( 164,   4) --> ( 299,   1), goal index: 4094, cost =
 index: 1429, (beta,j): ( 165,   8) --> ( 299,   1), goal index: 4359, cost =
 index: 1430, (beta,j): ( 166,  14) --> ( 299,   1), goal index: 4486, cost =
 index: 1431, (beta,j): ( 166,  12) --> ( 299,   1), goal index: 4448, cost =
 index: 1432, (beta,j): ( 159,  13) --> ( 299,   1), goal index: 4577, cost =
 index: 1433, (beta,j): ( 160,  14) --> ( 299,   1), goal index: 4159, cost =
 index: 1434, (beta,j): ( 165,   8) --> ( 299,   1), goal index: 4217, cost =
 index: 1435, (beta,j): ( 164,   4) --> ( 299,   1), goal index: 4365, cost =
 index: 1436, (beta,j): ( 166,  12) --> ( 299,   1), goal index: 4618, cost =
 index: 1437, (beta,j): ( 160,  14) --> ( 299,   1), goal index: 4615, cost =
 index: 1438, (beta,j): ( 165,   7) --> ( 299,   1), goal index: 4498, cost =
 index: 1439, (beta,j): ( 158,  14) --> ( 299,   1), goal index: 4624, cost =
 index: 1440, (beta,j): ( 165,   7) --> ( 299,   1), goal index: 3605, cost =
 index: 1441, (beta,j): ( 165,   8) --> ( 299,   1), goal index: 3839, cost =
 index: 1442, (beta,j): ( 164,   4) --> ( 299,   1), goal index: 3998, cost =
 index: 1443, (beta,j): ( 166,  12) --> ( 299,   1), goal index: 4289, cost =
 index: 1444, (beta,j): ( 167,  14) --> ( 299,   1), goal index: 4253, cost =
 index: 1445, (beta,j): ( 159,  14) --> ( 299,   1), goal index: 4208, cost =
 index: 1446, (beta,j): ( 165,   7) --> ( 299,   1), goal index: 3748, cost =
 index: 1447, (beta,j): ( 164,   4) --> ( 299,   1), goal index: 3959, cost =
 index: 1448, (beta,j): ( 165,   8) --> ( 299,   1), goal index: 4197, cost =
 index: 1449, (beta,j): ( 166,  14) --> ( 299,   1), goal index: 4310, cost =
 index: 1450, (beta,j): ( 166,  12) --> ( 299,   1), goal index: 4275, cost =
 index: 1451, (beta,j): ( 166,  13) --> ( 299,   1), goal index: 4377, cost =
 index: 1452, (beta,j): ( 159,  13) --> ( 299,   1), goal index: 4547, cost =
 index: 1453, (beta,j): ( 165,   7) --> ( 299,   1), goal index: 3909, cost =
 index: 1454, (beta,j): ( 167,  14) --> ( 299,   1), goal index: 4093, cost =
 index: 1455, (beta,j): ( 160,  14) --> ( 299,   1), goal index: 4119, cost =
 index: 1456, (beta,j): ( 165,   8) --> ( 299,   1), goal index: 4063, cost =
 index: 1457, (beta,j): ( 166,  14) --> ( 299,   1), goal index: 4259, cost =
 index: 1458, (beta,j): ( 166,  12) --> ( 299,   1), goal index: 4395, cost =
 index: 1459, (beta,j): ( 159,  12) --> ( 299,   1), goal index: 4482, cost =
 index: 1460, (beta,j): ( 165,   7) --> ( 299,   1), goal index: 3988, cost =
 index: 1461, (beta,j): ( 160,  14) --> ( 299,   1), goal index: 4168, cost =
 index: 1462, (beta,j): ( 167,  14) --> ( 299,   1), goal index: 4119, cost =
 index: 1463, (beta,j): ( 158,  14) --> ( 299,   1), goal index: 4117, cost =
 index: 1464, (beta,j): ( 165,   7) --> ( 299,   1), goal index: 3406, cost =
 index: 1465, (beta,j): ( 166,  14) --> ( 299,   1), goal index: 3671, cost =
 index: 1466, (beta,j): ( 166,  12) --> ( 299,   1), goal index: 3815, cost =
 index: 1467, (beta,j): ( 167,  14) --> ( 299,   1), goal index: 3982, cost =
 index: 1468, (beta,j): ( 159,  14) --> ( 299,   1), goal index: 3976, cost =
 index: 1469, (beta,j): ( 165,   7) --> ( 299,   1), goal index: 3656, cost =
 index: 1470, (beta,j): ( 167,  14) --> ( 299,   1), goal index: 3852, cost =
 index: 1471, (beta,j): ( 166,  12) --> ( 299,   1), goal index: 3828, cost =
 index: 1472, (beta,j): ( 159,  14) --> ( 299,   1), goal index: 4053, cost =
 index: 1473, (beta,j): ( 165,   7) --> ( 299,   1), goal index: 3673, cost =
 index: 1474, (beta,j): ( 166,  12) --> ( 299,   1), goal index: 3843, cost =
 index: 1475, (beta,j): ( 160,  14) --> ( 299,   1), goal index: 3963, cost =
 index: 1476, (beta,j): ( 165,   7) --> ( 299,   1), goal index: 4103, cost =
 index: 1477, (beta,j): ( 159,  14) --> ( 299,   1), goal index: 4344, cost =
 index: 1478, (beta,j): ( 165,   7) --> ( 299,   1), goal index: 3886, cost =
 index: 1479, (beta,j): ( 160,  14) --> ( 299,   1), goal index: 4018, cost =
 index: 1480, (beta,j): ( 160,  14) --> ( 299,   1), goal index: 3969, cost =
 index: 1481, (beta,j): ( 158,  14) --> ( 299,   1), goal index: 4255, cost =
 index: 1482, (beta,j): ( 167,  14) --> ( 299,   1), goal index: 3290, cost =
 index: 1483, (beta,j): ( 164,   4) --> ( 299,   1), goal index: 3436, cost =
 index: 1484, (beta,j): ( 161,  14) --> ( 299,   1), goal index: 3820, cost =
 index: 1485, (beta,j): ( 166,  12) --> ( 299,   1), goal index: 3981, cost =
 index: 1486, (beta,j): ( 166,  13) --> ( 299,   1), goal index: 4064, cost =
 index: 1487, (beta,j): ( 159,  14) --> ( 299,   1), goal index: 4203, cost =
 index: 1488, (beta,j): ( 165,   7) --> ( 299,   1), goal index: 3735, cost =
 index: 1489, (beta,j): ( 166,  12) --> ( 299,   1), goal index: 3895, cost =
 index: 1490, (beta,j): ( 159,  13) --> ( 299,   1), goal index: 3997, cost =
 index: 1491, (beta,j): ( 165,   7) --> ( 299,   1), goal index: 3814, cost =
 index: 1492, (beta,j): ( 160,  14) --> ( 299,   1), goal index: 3987, cost =
 index: 1493, (beta,j): ( 160,  14) --> ( 299,   1), goal index: 3953, cost =
 index: 1494, (beta,j): ( 158,  14) --> ( 299,   1), goal index: 4260, cost =
 index: 1495, (beta,j): ( 166,  12) --> ( 299,   1), goal index: 3389, cost =
 index: 1496, (beta,j): ( 167,  14) --> ( 299,   1), goal index: 3593, cost =
 index: 1497, (beta,j): ( 159,  14) --> ( 299,   1), goal index: 3724, cost =
 index: 1498, (beta,j): ( 167,  14) --> ( 299,   1), goal index: 3514, cost =
 index: 1499, (beta,j): ( 166,  12) --> ( 299,   1), goal index: 3605, cost =
 index: 1500, (beta,j): ( 160,  14) --> ( 299,   1), goal index: 3822, cost =
 index: 1501, (beta,j): ( 161,  14) --> ( 299,   1), goal index: 3829, cost =
 index: 1502, (beta,j): ( 166,  12) --> ( 299,   1), goal index: 4267, cost =
 index: 1503, (beta,j): ( 168,  14) --> ( 299,   1), goal index: 4263, cost =
 index: 1504, (beta,j): ( 159,  14) --> ( 299,   1), goal index: 4463, cost =
 index: 1505, (beta,j): ( 166,  13) --> ( 299,   1), goal index: 3897, cost =
 index: 1506, (beta,j): ( 162,  14) --> ( 299,   1), goal index: 4021, cost =
 index: 1507, (beta,j): ( 160,  14) --> ( 299,   1), goal index: 4414, cost =
 index: 1508, (beta,j): ( 158,  14) --> ( 299,   1), goal index: 4378, cost =
 index: 1509, (beta,j): ( 165,   7) --> ( 299,   1), goal index: 3383, cost =
 index: 1510, (beta,j): ( 166,  12) --> ( 299,   1), goal index: 3673, cost =
 index: 1511, (beta,j): ( 159,  14) --> ( 299,   1), goal index: 3852, cost =
 index: 1512, (beta,j): ( 165,   7) --> ( 299,   1), goal index: 3555, cost =
 index: 1513, (beta,j): ( 167,  14) --> ( 299,   1), goal index: 3763, cost =
 index: 1514, (beta,j): ( 166,  12) --> ( 299,   1), goal index: 3816, cost =
 index: 1515, (beta,j): ( 160,  14) --> ( 299,   1), goal index: 3973, cost =
 index: 1516, (beta,j): ( 167,  14) --> ( 299,   1), goal index: 4021, cost =
 index: 1517, (beta,j): ( 159,  14) --> ( 299,   1), goal index: 3902, cost =
 index: 1518, (beta,j): ( 165,   7) --> ( 299,   1), goal index: 3641, cost =
 index: 1519, (beta,j): ( 165,   7) --> ( 299,   1), goal index: 3868, cost =
 index: 1520, (beta,j): ( 166,  12) --> ( 299,   1), goal index: 4290, cost =
 index: 1521, (beta,j): ( 166,  12) --> ( 299,   1), goal index: 4184, cost =
 index: 1522, (beta,j): ( 160,  14) --> ( 299,   1), goal index: 4540, cost =
 index: 1523, (beta,j): ( 160,  14) --> ( 299,   1), goal index: 4097, cost =
 index: 1524, (beta,j): ( 158,  14) --> ( 299,   1), goal index: 4408, cost =
 index: 1525, (beta,j): ( 165,   7) --> ( 299,   1), goal index: 3555, cost =
 index: 1526, (beta,j): ( 166,  12) --> ( 299,   1), goal index: 3742, cost =
 index: 1527, (beta,j): ( 167,  14) --> ( 299,   1), goal index: 3870, cost =
 index: 1528, (beta,j): ( 159,  14) --> ( 299,   1), goal index: 3918, cost =
 index: 1529, (beta,j): ( 165,   7) --> ( 299,   1), goal index: 3733, cost =
 index: 1530, (beta,j): ( 160,  14) --> ( 299,   1), goal index: 3933, cost =
 index: 1531, (beta,j): ( 159,  14) --> ( 299,   1), goal index: 3959, cost =
 index: 1532, (beta,j): ( 165,   7) --> ( 299,   1), goal index: 3794, cost =
 index: 1533, (beta,j): ( 167,  14) --> ( 299,   1), goal index: 3970, cost =
 index: 1534, (beta,j): ( 159,  13) --> ( 299,   1), goal index: 3995, cost =
 index: 1535, (beta,j): ( 160,  14) --> ( 299,   1), goal index: 3825, cost =
 index: 1536, (beta,j): ( 161,  14) --> ( 299,   1), goal index: 3867, cost =
 index: 1537, (beta,j): ( 158,  14) --> ( 299,   1), goal index: 4302, cost =
 index: 1538, (beta,j): ( 165,   7) --> ( 299,   1), goal index: 3430, cost =
 index: 1539, (beta,j): ( 159,  14) --> ( 299,   1), goal index: 3662, cost =
 index: 1540, (beta,j): ( 165,   7) --> ( 299,   1), goal index: 3530, cost =
 index: 1541, (beta,j): ( 161,  14) --> ( 299,   1), goal index: 3718, cost =
 index: 1542, (beta,j): ( 164,   4) --> ( 299,   1), goal index: 4035, cost =
 index: 1543, (beta,j): ( 159,  14) --> ( 299,   1), goal index: 4192, cost =
 index: 1544, (beta,j): ( 165,   7) --> ( 299,   1), goal index: 3695, cost =
 index: 1545, (beta,j): ( 166,  13) --> ( 299,   1), goal index: 3868, cost =
 index: 1546, (beta,j): ( 159,  13) --> ( 299,   1), goal index: 3981, cost =
 index: 1547, (beta,j): ( 165,   7) --> ( 299,   1), goal index: 3777, cost =
 index: 1548, (beta,j): ( 160,  14) --> ( 299,   1), goal index: 3976, cost =
 index: 1549, (beta,j): ( 164,   4) --> ( 299,   1), goal index: 3884, cost =
 index: 1550, (beta,j): ( 158,  14) --> ( 299,   1), goal index: 4134, cost =
 index: 1551, (beta,j): ( 165,   7) --> ( 299,   1), goal index: 3434, cost =
 index: 1552, (beta,j): ( 166,  13) --> ( 299,   1), goal index: 3685, cost =
 index: 1553, (beta,j): ( 159,  14) --> ( 299,   1), goal index: 3793, cost =
 index: 1554, (beta,j): ( 165,   7) --> ( 299,   1), goal index: 3575, cost =
 index: 1555, (beta,j): ( 165,   7) --> ( 299,   1), goal index: 3744, cost =
 index: 1556, (beta,j): ( 160,  14) --> ( 299,   1), goal index: 4037, cost =
 index: 1557, (beta,j): ( 164,   4) --> ( 299,   1), goal index: 3930, cost =
 index: 1558, (beta,j): ( 159,  14) --> ( 299,   1), goal index: 4164, cost =
 index: 1559, (beta,j): ( 165,   7) --> ( 299,   1), goal index: 3717, cost =
 index: 1560, (beta,j): ( 166,  13) --> ( 299,   1), goal index: 3842, cost =
 index: 1561, (beta,j): ( 159,  13) --> ( 299,   1), goal index: 3930, cost =
 index: 1562, (beta,j): ( 165,   7) --> ( 299,   1), goal index: 3712, cost =
 index: 1563, (beta,j): ( 160,  14) --> ( 299,   1), goal index: 3909, cost =
 index: 1564, (beta,j): ( 161,  14) --> ( 299,   1), goal index: 3851, cost =
 index: 1565, (beta,j): ( 158,  14) --> ( 299,   1), goal index: 4292, cost =
 index: 1566, (beta,j): ( 165,   7) --> ( 299,   1), goal index: 3196, cost =
 index: 1567, (beta,j): ( 159,  14) --> ( 299,   1), goal index: 3472, cost =
 index: 1568, (beta,j): ( 165,   7) --> ( 299,   1), goal index: 3311, cost =
 index: 1569, (beta,j): ( 160,  14) --> ( 299,   1), goal index: 3537, cost =
 index: 1570, (beta,j): ( 159,  14) --> ( 299,   1), goal index: 3591, cost =
 index: 1571, (beta,j): ( 165,   7) --> ( 299,   1), goal index: 3358, cost =
 index: 1572, (beta,j): ( 159,  13) --> ( 299,   1), goal index: 3573, cost =
 index: 1573, (beta,j): ( 165,   7) --> ( 299,   1), goal index: 3431, cost =
 index: 1574, (beta,j): ( 160,  14) --> ( 299,   1), goal index: 3630, cost =
 index: 1575, (beta,j): ( 161,  14) --> ( 299,   1), goal index: 3536, cost =
 index: 1576, (beta,j): ( 158,  14) --> ( 299,   1), goal index: 3990, cost =
 index: 1577, (beta,j): ( 165,   7) --> ( 299,   1), goal index: 2992, cost =
 index: 1578, (beta,j): ( 159,  14) --> ( 299,   1), goal index: 3196, cost =
 index: 1579, (beta,j): ( 166,  13) --> ( 299,   1), goal index: 3109, cost =
 index: 1580, (beta,j): ( 160,  14) --> ( 299,   1), goal index: 3266, cost =
 index: 1581, (beta,j): ( 161,  14) --> ( 299,   1), goal index: 3306, cost =
 index: 1582, (beta,j): ( 160,  13) --> ( 299,   1), goal index: 3742, cost =
 index: 1583, (beta,j): ( 159,  14) --> ( 299,   1), goal index: 3826, cost =
 index: 1584, (beta,j): ( 160,  14) --> ( 299,   1), goal index: 3276, cost =
 index: 1585, (beta,j): ( 166,  13) --> ( 299,   1), goal index: 3570, cost =
 index: 1586, (beta,j): ( 161,  14) --> ( 299,   1), goal index: 3564, cost =
 index: 1587, (beta,j): ( 158,  14) --> ( 299,   1), goal index: 3820, cost =
 index: 1588, (beta,j): ( 166,  13) --> ( 299,   1), goal index: 2679, cost =
 index: 1589, (beta,j): ( 165,   7) --> ( 299,   1), goal index: 2842, cost =
 index: 1590, (beta,j): ( 159,  14) --> ( 299,   1), goal index: 3102, cost =
 index: 1591, (beta,j): ( 166,  13) --> ( 299,   1), goal index: 2742, cost =
 index: 1592, (beta,j): ( 160,  14) --> ( 299,   1), goal index: 2916, cost =
 index: 1593, (beta,j): ( 164,   4) --> ( 299,   1), goal index: 2901, cost =
 index: 1594, (beta,j): ( 164,   4) --> ( 299,   1), goal index: 3222, cost =
 index: 1595, (beta,j): ( 161,  14) --> ( 299,   1), goal index: 3659, cost =
 index: 1596, (beta,j): ( 161,  11) --> ( 299,   1), goal index: 3767, cost =
 index: 1597, (beta,j): ( 159,  14) --> ( 299,   1), goal index: 4245, cost =
 index: 1598, (beta,j): ( 166,  13) --> ( 299,   1), goal index: 2951, cost =
 index: 1599, (beta,j): ( 165,   8) --> ( 299,   1), goal index: 3063, cost =
 index: 1600, (beta,j): ( 165,   8) --> ( 299,   1), goal index: 3358, cost =
 index: 1601, (beta,j): ( 165,   7) --> ( 299,   1), goal index: 3810, cost =
 index: 1602, (beta,j): ( 165,   7) --> ( 299,   1), goal index: 3722, cost =
 index: 1603, (beta,j): ( 165,   7) --> ( 299,   1), goal index: 3684, cost =
 index: 1604, (beta,j): ( 165,   7) --> ( 299,   1), goal index: 3938, cost =
 index: 1605, (beta,j): ( 160,  14) --> ( 299,   1), goal index: 4374, cost =
 index: 1606, (beta,j): ( 166,  13) --> ( 299,   1), goal index: 3412, cost =
 index: 1607, (beta,j): ( 160,  14) --> ( 299,   1), goal index: 3344, cost =
 index: 1608, (beta,j): ( 166,  13) --> ( 299,   1), goal index: 3303, cost =
 index: 1609, (beta,j): ( 164,   4) --> ( 299,   1), goal index: 3312, cost =
 index: 1610, (beta,j): ( 161,  14) --> ( 299,   1), goal index: 3620, cost =
 index: 1611, (beta,j): ( 166,  13) --> ( 299,   1), goal index: 3542, cost =
 index: 1612, (beta,j): ( 165,   8) --> ( 299,   1), goal index: 3399, cost =
 index: 1613, (beta,j): ( 165,   7) --> ( 299,   1), goal index: 3657, cost =
 index: 1614, (beta,j): ( 164,   4) --> ( 299,   1), goal index: 3804, cost =
 index: 1615, (beta,j): ( 161,  14) --> ( 299,   1), goal index: 4056, cost =
 index: 1616, (beta,j): ( 166,  13) --> ( 299,   1), goal index: 3722, cost =
 index: 1617, (beta,j): ( 165,   8) --> ( 299,   1), goal index: 3544, cost =
 index: 1618, (beta,j): ( 164,   4) --> ( 299,   1), goal index: 3785, cost =
 index: 1619, (beta,j): ( 161,  14) --> ( 299,   1), goal index: 3988, cost =
 index: 1620, (beta,j): ( 166,  13) --> ( 299,   1), goal index: 3878, cost =
 index: 1621, (beta,j): ( 165,   7) --> ( 299,   1), goal index: 3673, cost =
 index: 1622, (beta,j): ( 162,  14) --> ( 299,   1), goal index: 3828, cost =
 index: 1623, (beta,j): ( 166,  13) --> ( 299,   1), goal index: 3957, cost =
 index: 1624, (beta,j): ( 165,   7) --> ( 299,   1), goal index: 3781, cost =
 index: 1625, (beta,j): ( 165,   7) --> ( 299,   1), goal index: 3870, cost =
 index: 1626, (beta,j): ( 164,   4) --> ( 299,   1), goal index: 3979, cost =
 index: 1627, (beta,j): ( 162,  14) --> ( 299,   1), goal index: 4187, cost =
 index: 1628, (beta,j): ( 166,  13) --> ( 299,   1), goal index: 4057, cost =
 index: 1629, (beta,j): ( 164,   4) --> ( 299,   1), goal index: 3833, cost =
 index: 1630, (beta,j): ( 162,  14) --> ( 299,   1), goal index: 4115, cost =
 index: 1631, (beta,j): ( 167,  14) --> ( 299,   1), goal index: 3995, cost =
 index: 1632, (beta,j): ( 168,  14) --> ( 299,   1), goal index: 3742, cost =
 index: 1633, (beta,j): ( 168,  14) --> ( 299,   1), goal index: 3948, cost =
 index: 1634, (beta,j): ( 168,  14) --> ( 299,   1), goal index: 4154, cost =
 index: 1635, (beta,j): ( 158,   3) --> ( 299,   1), goal index: 4334, cost =
 index: 1636, (beta,j): ( 166,  11) --> ( 299,   1), goal index: 3622, cost =
 index: 1637, (beta,j): ( 165,   7) --> ( 299,   1), goal index: 3846, cost =
 index: 1638, (beta,j): ( 164,   4) --> ( 299,   1), goal index: 3843, cost =
 index: 1639, (beta,j): ( 166,  11) --> ( 299,   1), goal index: 3957, cost =
 index: 1640, (beta,j): ( 167,  14) --> ( 299,   1), goal index: 4111, cost =
 index: 1641, (beta,j): ( 167,  14) --> ( 299,   1), goal index: 3935, cost =
 index: 1642, (beta,j): ( 166,  12) --> ( 299,   1), goal index: 3718, cost =
 index: 1643, (beta,j): ( 158,   3) --> ( 299,   1), goal index: 4062, cost =
 index: 1644, (beta,j): ( 166,  12) --> ( 299,   1), goal index: 3419, cost =
 index: 1645, (beta,j): ( 165,   6) --> ( 299,   1), goal index: 3509, cost =
 index: 1646, (beta,j): ( 166,  11) --> ( 299,   1), goal index: 3767, cost =
 index: 1647, (beta,j): ( 168,  13) --> ( 299,   1), goal index: 4010, cost =
 index: 1648, (beta,j): ( 165,   5) --> ( 299,   1), goal index: 4314, cost =
 index: 1649, (beta,j): ( 165,   6) --> ( 299,   1), goal index: 4523, cost =
 index: 1650, (beta,j): ( 166,  12) --> ( 299,   1), goal index: 4301, cost =
 index: 1651, (beta,j): ( 167,  14) --> ( 299,   1), goal index: 4468, cost =
 index: 1652, (beta,j): ( 168,  14) --> ( 299,   1), goal index: 4110, cost =
 index: 1653, (beta,j): ( 166,  13) --> ( 299,   1), goal index: 4217, cost =
 index: 1654, (beta,j): ( 166,  13) --> ( 299,   1), goal index: 4282, cost =
 index: 1655, (beta,j): ( 166,  13) --> ( 299,   1), goal index: 4238, cost =
 index: 1656, (beta,j): ( 167,  14) --> ( 299,   1), goal index: 4416, cost =
 index: 1657, (beta,j): ( 166,  11) --> ( 299,   1), goal index: 4580, cost =
 index: 1658, (beta,j): ( 165,   4) --> ( 299,   1), goal index: 4640, cost =
 index: 1659, (beta,j): ( 167,  14) --> ( 299,   1), goal index: 4938, cost =
 index: 1660, (beta,j): ( 166,  11) --> ( 299,   1), goal index: 4632, cost =
 index: 1661, (beta,j): ( 158,   2) --> ( 299,   1), goal index: 4810, cost =
 index: 1662, (beta,j): ( 166,  13) --> ( 299,   1), goal index: 4586, cost =
 index: 1663, (beta,j): ( 167,  13) --> ( 299,   1), goal index: 4614, cost =
 index: 1664, (beta,j): ( 168,  13) --> ( 299,   1), goal index: 4755, cost =
 index: 1665, (beta,j): ( 167,  14) --> ( 299,   1), goal index: 4958, cost =
 index: 1666, (beta,j): ( 165,   5) --> ( 299,   1), goal index: 4949, cost =
 index: 1667, (beta,j): ( 165,   4) --> ( 299,   1), goal index: 5206, cost =
 index: 1668, (beta,j): ( 166,  12) --> ( 299,   1), goal index: 5466, cost =
 index: 1669, (beta,j): ( 168,  14) --> ( 299,   1), goal index: 5493, cost =
 index: 1670, (beta,j): ( 168,  14) --> ( 299,   1), goal index: 5686, cost =
 index: 1671, (beta,j): ( 166,  10) --> ( 299,   1), goal index: 5743, cost =
 index: 1672, (beta,j): ( 166,  10) --> ( 299,   1), goal index: 5744, cost =
 index: 1673, (beta,j): ( 165,   5) --> ( 299,   1), goal index: 5870, cost =
 index: 1674, (beta,j): ( 166,  11) --> ( 299,   1), goal index: 6067, cost =
 index: 1675, (beta,j): ( 166,  12) --> ( 299,   1), goal index: 6178, cost =
 index: 1676, (beta,j): ( 167,  14) --> ( 299,   1), goal index: 5928, cost =
 index: 1677, (beta,j): ( 168,  13) --> ( 299,   1), goal index: 5912, cost =
 index: 1678, (beta,j): ( 167,  14) --> ( 299,   1), goal index: 5974, cost =
